instance_id predicted_score
55144604125888 0.016858
221669167755726 0.005618
566644865989395 0.018164
954943998950521 0.010676
1192015136416062 0.033003
1239632009133923 0.006261
1370758425798224 0.015149
1386245957915884 0.005837
1587829942816220 0.007770
1965296257027358 0.016155
2308106506629079 0.005318
2593276901346545 0.005102
2637118065628095 0.009626
3007000529626316 0.005633
3486611488890127 0.001344
3526619005621379 0.004250
3707907988344302 0.093210
3859410900799220 0.014566
4132909449437306 0.021377
4666490843011356 0.013907
4957624520403631 0.004478
5022624687918236 0.002749
5245031179204693 0.008363
5273213709089732 0.004858
5341429719598597 0.018621
5421993019334491 0.033433
5519710025487847 0.009965
5773700242363804 0.012017
5812026496876317 0.006704
5860625415171838 0.003790
5888731810410007 0.011171
6063972374265869 0.016730
6067326110791822 0.066413
6359126923704860 0.026651
6388802315681498 0.018607
6433878236742272 0.018670
6452344664550262 0.022509
6651913865445655 0.007041
6707001430745727 0.043052
6730413752360895 0.014904
6816504423480806 0.019027
7090470344271915 0.004775
7285476665473660 0.069640
7558711588190076 0.025455
7667359125925647 0.060324
8185971319114092 0.023340
8433912592511743 0.016857
8655843665845753 0.008928
8737350582865741 0.026275
8899701615096813 0.005830
9407985424920588 0.024674
9452608188846334 0.015518
9598290636996863 0.011465
9761773633678178 0.008309
9798231407472553 0.032353
9911925930117846 0.042828
10003453861097600 0.030793
10033218693392079 0.041625
10132016737277869 0.002348
10419287412996374 0.011028
10986155594432407 0.012175
11049867969779409 0.003869
11389035467072333 0.002005
11442106188407017 0.020596
11741461405551140 0.005191
11823212845773044 0.025897
12088393426624010 0.009695
12207783194487112 0.003933
12226287428045975 0.004543
12249947081089396 0.096235
12386080094223902 0.017487
12507370273002600 0.017537
12785681979442168 0.002570
12888980426526109 0.022593
12900461919485333 0.029072
13322823395290645 0.011997
13828691382245377 0.051231
14352321985445602 0.064294
14691986840989017 0.005409
15243596504908734 0.007393
15268655458779341 0.012179
15423904394738521 0.009249
15485467792420960 0.010365
15498205746849773 0.014411
15731133664297641 0.025623
15887040621302276 0.002560
16171723608839310 0.016741
16246257639262555 0.002574
16329733759369079 0.016357
16519667118323295 0.006094
16550490921859014 0.009317
16615623903296341 0.017139
16654423689718542 0.016800
16784146675608527 0.019388
16919720255324691 0.015229
17038058848714529 0.008111
17106027189867886 0.002754
17456632746089230 0.006389
17464991084375871 0.010962
17519060396617653 0.013126
17592230724388482 0.007585
17601420090594330 0.007522
17724787467894423 0.009598
18232000594917795 0.015536
18326800347869864 0.012429
18409463985586024 0.003776
18562001393908554 0.117146
18701207844803227 0.006757
18977079048858178 0.020274
19063736790259593 0.010828
19095587758137552 0.012006
19327529376832062 0.011416
19858537054023509 0.003388
21147251778176376 0.012344
21369239093152465 0.142490
21508567275180971 0.004246
21625964798715539 0.013198
22156114607236204 0.064549
22189256679934601 0.023282
22199636904292402 0.018349
22210771880984154 0.007352
22272519395679670 0.005084
22572453238447181 0.021990
22839793515463407 0.003495
22951036818914582 0.012836
23505318101376991 0.009434
23517440871814057 0.021747
23583771124854170 0.011863
23630396192534724 0.017587
24261496547332177 0.006531
24340475476179280 0.020583
24446963890407500 0.023638
24710544459113955 0.004055
24868679924343959 0.003478
