instance_id predicted_score
2475218615076601065 0.005593
398316874173557226 0.015525
6586402638209028583 0.014464
1040996105851528465 0.015525
6316278569655873454 0.012031
868158305045921978 0.014160
5713520501786699854 0.027273
932945015407923184 0.010644
1919197847086752313 0.019643
304887065966615346 0.017977
3282556850371665 0.013741
8829646398295427742 0.025657
3177704368658581090 0.012726
331811904131229654 0.017473
1529584165704680903 0.016500
410957802501821801 0.014389
7858701120525579871 0.021235
1007593432911733192 0.020561
6933421324008829721 0.018542
949601458836318592 0.021421
1204371563787795352 0.021243
6697124581068234934 0.005789
7458626674337135052 0.004500
6451011837344535814 0.004123
4970342844069330588 0.005992
1311037283502827477 0.002941
5367830782177104937 0.004367
130085071580390177 0.003344
5277248246761080968 0.004173
8248237544078109435 0.005109
8160495387552112248 0.004765
4990633888389156703 0.006719
5367915129338412746 0.004378
7166315717760973347 0.007823
3922408194130789536 0.002952
3198031054131887410 0.003060
8381639851093431264 0.009121
4196377277000518389 0.006494
7216665137006358861 0.005344
7657988882068327631 0.005028
6580538684502645403 0.006223
8285962653536984730 0.009827
667595007626814688 0.004633
794637447406319981 0.007215
1667489879796904413 0.005281
7581478598841084967 0.003590
272473116112748683 0.003654
7616847274036607679 0.004357
3090692985891227788 0.005880
1497475395995941288 0.005377
441294948945551728 0.004597
3856621171799337440 0.004451
7233013970386906908 0.005396
7782462939020585759 0.006728
7819341218876328892 0.006877
8768374492722589767 0.003021
7699672123093034935 0.005054
3105846136880438244 0.004549
6362992075498435257 0.003899
4633007087835435834 0.005727
3278116017102114132 0.004829
5363866899442970684 0.003349
4763880063818181026 0.005823
6499417853689436305 0.006060
8825197220275291270 0.006259
1702555588196061071 0.005498
6579068549138521196 0.003123
6993939747206748437 0.005323
6426886544329476252 0.006150
7860426862982048754 0.004965
2527297114841298382 0.007635
7933313760459159869 0.005054
75469955133175158 0.004932
7906499375892573021 0.002931
297206904225842053 0.003963
1277202590313089835 0.006485
1897838256899211077 0.004871
6554880088483459971 0.005201
6235346144393008382 0.004090
4934006048075874133 0.003727
3434477093176970312 0.004930
872629453371620942 0.006404
6562540679725413333 0.004517
2549347096994045410 0.004330
4114531809002228993 0.005027
6947254775144460887 0.007841
4193769699798080591 0.005730
4299012801018800018 0.003389
4659062641181513784 0.004060
5574367751937642699 0.006497
6074037798572199156 0.005348
8024877078089305183 0.004978
3576745609723701102 0.006012
4387536418119078860 0.003696
59596392243977340 0.003203
2091354043474870892 0.004429
3966382312694618857 0.005957
7472760435899602494 0.005362
3198557291404155567 0.004373
1340012448531949213 0.003405
8830478013318984291 0.003999
4750788892877807074 0.004265
4489273316708706518 0.007232
8244650590101261901 0.005244
4858740570621533413 0.003319
6574836078618592522 0.003539
8043823938478133928 0.006931
5560933328574734864 0.008070
3709060275784363998 0.003689
6202485565760628927 0.003384
3941947698604231411 0.004891
1980180280733366382 0.005431
7710765171626200752 0.003449
5824318658173462176 0.005303
5243054028010204447 0.006696
1143993040051443911 0.005264
2037772651107598845 0.007440
7470734154246698497 0.005284
2523181996580848656 0.003825
8452022941451037435 0.006008
927504634826570733 0.002779
2597805510581801545 0.003118
2499080841153987519 0.006465
163807825264653896 0.003337
2502678713837987982 0.005368
1526151713017037622 0.005016
1768216870621739659 0.004676
817331509321550604 0.008123
6686667053967253376 0.010118
5299583121790369228 0.004881
5585024284234417351 0.005943
1604976632639851313 0.006399
1041212349975192991 0.003532
802918703517012152 0.008470
6909182353626620470 0.006664
1874783208062455148 0.006200
590370581953806675 0.004126
4357489829777680958 0.004382
252205590979964157 0.004254
3855377415648680657 0.004997
9108564362830696742 0.007114
5559112022764482380 0.006262
1632910180343132894 0.004340
6793829579549371789 0.005260
1118128856472657337 0.004265
2892060938155506223 0.005799
8614041918260246627 0.003107
6465962103228301432 0.003419
7162492013828731916 0.006916
3597080532065967562 0.003270
150665717183815588 0.004834
978380972294888193 0.008329
1628582540909746198 0.007102
4855790075544650290 0.004607
5824427867272718879 0.005363
6637749344029336154 0.003626
5638585955963471374 0.006335
689702222580461167 0.004668
3222299540246685987 0.004625
497750118749498574 0.005874
4361351848384171826 0.003925
7095196713120733301 0.004587
9070603282890863831 0.004522
7570581289817443520 0.007158
5934094750253721488 0.005724
4080549666881243161 0.004619
7937668249803376288 0.006723
4637321447308132034 0.004608
1051706390360657392 0.006222
4046686032838439408 0.007324
6426031625233383026 0.007284
1144757588802408786 0.005531
752871749676732302 0.004365
707195829135838640 0.006438
6638058534747252341 0.003579
1591541525439583589 0.006277
1660171724814619586 0.005425
7380895196770915260 0.003756
5765180010537240279 0.006894
7068436688681612577 0.003745
554640564336554951 0.004320
5210865229093277784 0.005410
4785810926315849846 0.004565
5820784656553166993 0.004589
3159394666949013441 0.005337
7322218457361281297 0.005354
1408926125990985945 0.004566
3757297540218526951 0.006269
7520090641248405891 0.003945
5681246312039595291 0.003535
1770051250325451069 0.003214
8997413063773025769 0.008011
330438176527452904 0.009675
952160001342209502 0.006682
6001454270979878025 0.005551
40630695208299305 0.009022
3588408398527521348 0.002921
2685807743120227644 0.006150
1085236130082664956 0.008366
5405622459570337603 0.004718
6315966158230216191 0.004681
7140978143590643250 0.007605
1055093903216443270 0.003995
3266085900189404148 0.004473
8590522348731767810 0.004795
6908604673435750169 0.006816
1319661609265787621 0.004672
8894869536371650579 0.004927
9073816585664844523 0.004131
7410485215645386702 0.005697
5367412486641623667 0.006556
3198240276389281973 0.007122
450375172429917857 0.004977
7409810392326809188 0.004305
708987489210376944 0.004093
7437592852539672905 0.005877
6129927788749372680 0.006241
8293363802098634897 0.004578
7782235126197081362 0.003981
4102843575945602576 0.004524
4864209340680989811 0.004361
6860608093428429497 0.005411
236813337416423845 0.005983
6145643282019700496 0.004876
1089590273502369586 0.008986
6329388802475021597 0.006552
4646108470826445676 0.004560
2319205452133766749 0.006692
46689156449966150 0.005064
9058411325778274360 0.004331
8351547290757816383 0.005178
3195686240835722971 0.010070
7795446648418432588 0.004915
6361870417784079013 0.006544
5620326590932616712 0.003343
271464928774061634 0.004173
6096750866784773522 0.002835
7464853711228953241 0.002841
4592215779835695265 0.006415
3058678764953619348 0.003064
7094087069206466771 0.006532
8166579658848895366 0.007723
3173997295549135854 0.005588
5032628272141697498 0.004199
7033088282123380536 0.006304
1210370892230527014 0.005823
1770770948056631960 0.005844
3365526239618415355 0.003515
1801200120827351051 0.004168
7107414466396627330 0.003320
2213616918207539241 0.004591
1107376435582030427 0.003356
6089284985129596482 0.004434
6946445349007381961 0.003536
379652831290144002 0.006924
5336074499530127400 0.008220
3091859244727421555 0.004285
3247239833419978838 0.005860
5939806055887981901 0.003797
7508523641023606333 0.003427
8614074607955180837 0.003407
545383426866849302 0.006657
7901397012842035844 0.005104
7433161595507622639 0.002882
7382526332994710926 0.005645
5760909670575165001 0.005973
2590613204124104202 0.003524
7221912933562867104 0.005796
4928014590520987706 0.007750
2475028250147731496 0.006629
8852357679545738448 0.012306
965455596223993328 0.003501
7058337781116138242 0.002742
5965339779914200353 0.006327
4221172526564239999 0.005759
8743438152416145478 0.009218
5554908991155060284 0.004389
4740551411681546010 0.007234
7432933446578064762 0.005761
694339591967582805 0.005667
8067944371809270495 0.004058
1718106026657213833 0.007469
2510874517996413745 0.005360
5454468334913173043 0.002543
8907543397538166800 0.005189
4431440529428665419 0.007134
8154296304592589655 0.004072
733927648594546290 0.006638
6474036985553896965 0.006920
8778224102888131351 0.003372
7334527584561627850 0.003051
8853741488101513116 0.007640
227619089745165947 0.004947
2974779339415373342 0.005607
6413562105117182334 0.003486
1589820092160651528 0.006624
261777973128659612 0.008380
1442808840751611751 0.003594
6313494894473831740 0.004333
4895854386310452959 0.004338
1143848776206535486 0.004416
7821890757367244411 0.005053
7476651852897284341 0.006932
2096863617468989518 0.003826
4251279111434655682 0.004651
8723798675920910871 0.004504
6313127633792886375 0.005531
999659482163793223 0.003395
4842673476390331452 0.003993
8748602439653104391 0.005230
3232442887525643880 0.003462
1477974245810571001 0.003848
3825350185835765418 0.003296
3574849079888224142 0.006049
3641712006607946493 0.004596
2319148235210584542 0.007133
7176611861264730896 0.005530
7273672031287799948 0.005190
1359940797580124787 0.004370
8536630793936805679 0.004408
1880352118384086075 0.004416
