instance_id predicted_score
2475218615076601065 0.006621
398316874173557226 0.039139
6586402638209028583 0.042656
1040996105851528465 0.017906
6316278569655873454 0.026113
868158305045921978 0.040933
5713520501786699854 0.013503
932945015407923184 0.013671
1919197847086752313 0.017598
304887065966615346 0.017281
3282556850371665 0.014465
8829646398295427742 0.024070
3177704368658581090 0.004765
331811904131229654 0.030399
1529584165704680903 0.017798
410957802501821801 0.021519
7858701120525579871 0.024201
1007593432911733192 0.029466
6933421324008829721 0.018374
949601458836318592 0.006625
1204371563787795352 0.006065
6697124581068234934 0.008268
7458626674337135052 0.016581
6451011837344535814 0.005333
4970342844069330588 0.005447
1311037283502827477 0.003428
5367830782177104937 0.007114
130085071580390177 0.003632
5277248246761080968 0.004718
8248237544078109435 0.005681
8160495387552112248 0.001804
4990633888389156703 0.007446
5367915129338412746 0.001531
7166315717760973347 0.007982
3922408194130789536 0.002391
3198031054131887410 0.002745
8381639851093431264 0.003529
4196377277000518389 0.022605
7216665137006358861 0.003777
7657988882068327631 0.005738
6580538684502645403 0.007911
8285962653536984730 0.010824
667595007626814688 0.005340
794637447406319981 0.011641
1667489879796904413 0.029729
7581478598841084967 0.000779
272473116112748683 0.003712
7616847274036607679 0.002452
3090692985891227788 0.011289
1497475395995941288 0.007053
441294948945551728 0.006253
3856621171799337440 0.004206
7233013970386906908 0.006630
7782462939020585759 0.002569
7819341218876328892 0.011179
8768374492722589767 0.005878
7699672123093034935 0.004911
3105846136880438244 0.004941
6362992075498435257 0.003634
4633007087835435834 0.004625
3278116017102114132 0.005628
5363866899442970684 0.001882
4763880063818181026 0.009279
6499417853689436305 0.007445
8825197220275291270 0.006790
1702555588196061071 0.007363
6579068549138521196 0.002910
6993939747206748437 0.007126
6426886544329476252 0.008562
7860426862982048754 0.007685
2527297114841298382 0.007532
7933313760459159869 0.006423
75469955133175158 0.003509
7906499375892573021 0.004837
297206904225842053 0.004764
1277202590313089835 0.006246
1897838256899211077 0.008193
6554880088483459971 0.006452
6235346144393008382 0.004526
4934006048075874133 0.003404
3434477093176970312 0.002303
872629453371620942 0.005482
