instance_id predicted_score
55144604125888 0.015081
221669167755726 0.017640
566644865989395 0.016010
954943998950521 0.009635
1192015136416062 0.011830
1239632009133923 0.009425
1370758425798224 0.010639
1386245957915884 0.027350
1587829942816220 0.007088
1965296257027358 0.012667
2308106506629079 0.009239
2593276901346545 0.007856
2637118065628095 0.017697
3007000529626316 0.012294
3486611488890127 0.010505
3526619005621379 0.003876
3707907988344302 0.008356
3859410900799220 0.009587
4132909449437306 0.020228
4666490843011356 0.011352
4957624520403631 0.010053
5022624687918236 0.018174
5245031179204693 0.009694
5273213709089732 0.002384
5341429719598597 0.010627
5421993019334491 0.033383
5519710025487847 0.012989
5773700242363804 0.010240
5812026496876317 0.009909
5860625415171838 0.008870
5888731810410007 0.007325
6063972374265869 0.027547
6067326110791822 0.023306
6359126923704860 0.010472
6388802315681498 0.011162
6433878236742272 0.012981
6452344664550262 0.024082
6651913865445655 0.008906
6707001430745727 0.016990
6730413752360895 0.008352
6816504423480806 0.020760
7090470344271915 0.009382
7285476665473660 0.015251
7558711588190076 0.017303
7667359125925647 0.019949
8185971319114092 0.018881
8433912592511743 0.024800
8655843665845753 0.008667
8737350582865741 0.012585
8899701615096813 0.007425
9407985424920588 0.025691
9452608188846334 0.018782
9598290636996863 0.007873
9761773633678178 0.009656
9798231407472553 0.007861
9911925930117846 0.015901
10003453861097600 0.016737
10033218693392079 0.026949
10132016737277869 0.049252
10419287412996374 0.008102
10986155594432407 0.008838
11049867969779409 0.007803
11389035467072333 0.003432
11442106188407017 0.009343
11741461405551140 0.007357
11823212845773044 0.022015
12088393426624010 0.008841
12207783194487112 0.013541
12226287428045975 0.015168
12249947081089396 0.020092
12386080094223902 0.020282
12507370273002600 0.007038
12785681979442168 0.004498
12888980426526109 0.010760
12900461919485333 0.037915
13322823395290645 0.008072
13828691382245377 0.017517
14352321985445602 0.030189
14691986840989017 0.006710
15243596504908734 0.010893
15268655458779341 0.010861
15423904394738521 0.024987
15485467792420960 0.027701
15498205746849773 0.010794
15731133664297641 0.025598
15887040621302276 0.007382
16171723608839310 0.013148
16246257639262555 0.006803
16329733759369079 0.013508
16519667118323295 0.010989
16550490921859014 0.008846
16615623903296341 0.018978
16654423689718542 0.022774
16784146675608527 0.015744
16919720255324691 0.010485
17038058848714529 0.010021
17106027189867886 0.011300
17456632746089230 0.016402
17464991084375871 0.011458
17519060396617653 0.010530
17592230724388482 0.010183
17601420090594330 0.008459
17724787467894423 0.014102
18232000594917795 0.013955
18326800347869864 0.013872
18409463985586024 0.006447
18562001393908554 0.020730
18701207844803227 0.012726
18977079048858178 0.029615
19063736790259593 0.009052
19095587758137552 0.006109
19327529376832062 0.018855
19858537054023509 0.010735
21147251778176376 0.019463
21369239093152465 0.024854
