instance_id predicted_score
2475218615076601065 0.007445
398316874173557226 0.041942
6586402638209028583 0.053320
1040996105851528465 0.019180
6316278569655873454 0.032108
868158305045921978 0.040184
5713520501786699854 0.015291
932945015407923184 0.016215
1919197847086752313 0.022699
304887065966615346 0.021214
3282556850371665 0.017569
8829646398295427742 0.024117
3177704368658581090 0.005981
331811904131229654 0.034924
1529584165704680903 0.014652
410957802501821801 0.022579
7858701120525579871 0.026409
1007593432911733192 0.028489
6933421324008829721 0.018692
949601458836318592 0.007397
1204371563787795352 0.006633
6697124581068234934 0.007107
7458626674337135052 0.016426
6451011837344535814 0.005106
4970342844069330588 0.004903
1311037283502827477 0.002541
5367830782177104937 0.005440
130085071580390177 0.003210
5277248246761080968 0.003654
8248237544078109435 0.006297
8160495387552112248 0.001935
4990633888389156703 0.006667
5367915129338412746 0.002441
7166315717760973347 0.007462
3922408194130789536 0.002112
3198031054131887410 0.002515
8381639851093431264 0.003623
4196377277000518389 0.019830
7216665137006358861 0.003402
7657988882068327631 0.005025
6580538684502645403 0.007604
8285962653536984730 0.009120
667595007626814688 0.004395
794637447406319981 0.007999
1667489879796904413 0.021786
7581478598841084967 0.002071
272473116112748683 0.003162
7616847274036607679 0.002579
3090692985891227788 0.009995
1497475395995941288 0.005669
441294948945551728 0.005322
3856621171799337440 0.004126
7233013970386906908 0.005554
7782462939020585759 0.002485
7819341218876328892 0.009245
8768374492722589767 0.005158
7699672123093034935 0.005486
3105846136880438244 0.004010
6362992075498435257 0.002847
4633007087835435834 0.003534
3278116017102114132 0.005297
5363866899442970684 0.002263
4763880063818181026 0.008959
6499417853689436305 0.006796
8825197220275291270 0.005973
1702555588196061071 0.006801
6579068549138521196 0.002308
6993939747206748437 0.005899
6426886544329476252 0.006465
7860426862982048754 0.006496
2527297114841298382 0.006574
7933313760459159869 0.005596
75469955133175158 0.002828
7906499375892573021 0.004094
297206904225842053 0.004327
1277202590313089835 0.005938
1897838256899211077 0.006470
6554880088483459971 0.005516
6235346144393008382 0.004009
4934006048075874133 0.002853
3434477093176970312 0.002478
872629453371620942 0.005255
6562540679725413333 0.002983
2549347096994045410 0.005309
4114531809002228993 0.005548
6947254775144460887 0.004353
4193769699798080591 0.003757
4299012801018800018 0.003286
4659062641181513784 0.005471
5574367751937642699 0.006600
6074037798572199156 0.005902
8024877078089305183 0.007382
3576745609723701102 0.009454
4387536418119078860 0.004679
59596392243977340 0.003243
2091354043474870892 0.005769
3966382312694618857 0.006385
7472760435899602494 0.002626
3198557291404155567 0.004556
1340012448531949213 0.001895
8830478013318984291 0.003238
4750788892877807074 0.003133
4489273316708706518 0.005316
8244650590101261901 0.006268
4858740570621533413 0.003295
6574836078618592522 0.001696
8043823938478133928 0.009432
5560933328574734864 0.006731
3709060275784363998 0.005185
6202485565760628927 0.001972
3941947698604231411 0.006557
1980180280733366382 0.008128
7710765171626200752 0.003266
5824318658173462176 0.004457
