instance_id predicted_score
55144604125888 0.021610
221669167755726 0.007121
566644865989395 0.017956
954943998950521 0.012621
1192015136416062 0.038117
1239632009133923 0.006815
1370758425798224 0.018365
1386245957915884 0.006814
1587829942816220 0.006271
1965296257027358 0.017692
2308106506629079 0.008159
2593276901346545 0.005019
2637118065628095 0.009410
3007000529626316 0.005680
3486611488890127 0.001354
3526619005621379 0.004813
3707907988344302 0.095076
3859410900799220 0.017265
4132909449437306 0.022193
4666490843011356 0.017217
4957624520403631 0.005528
5022624687918236 0.002018
5245031179204693 0.007990
5273213709089732 0.006244
5341429719598597 0.019990
5421993019334491 0.036994
5519710025487847 0.009862
5773700242363804 0.013486
5812026496876317 0.008280
5860625415171838 0.003361
5888731810410007 0.011676
6063972374265869 0.017818
6067326110791822 0.077531
6359126923704860 0.026455
6388802315681498 0.019418
6433878236742272 0.020945
6452344664550262 0.031018
6651913865445655 0.007438
6707001430745727 0.046372
6730413752360895 0.016850
6816504423480806 0.021823
7090470344271915 0.006115
7285476665473660 0.080413
7558711588190076 0.032701
7667359125925647 0.058811
8185971319114092 0.026743
8433912592511743 0.016999
8655843665845753 0.009727
8737350582865741 0.026143
8899701615096813 0.005359
9407985424920588 0.025069
9452608188846334 0.014159
9598290636996863 0.015125
9761773633678178 0.009911
9798231407472553 0.027169
9911925930117846 0.049060
10003453861097600 0.033535
10033218693392079 0.034828
10132016737277869 0.002303
10419287412996374 0.012393
10986155594432407 0.013671
11049867969779409 0.003305
11389035467072333 0.002218
11442106188407017 0.023724
11741461405551140 0.005506
11823212845773044 0.028189
12088393426624010 0.009977
12207783194487112 0.003761
12226287428045975 0.003411
12249947081089396 0.107555
12386080094223902 0.018919
12507370273002600 0.020250
12785681979442168 0.002648
12888980426526109 0.026533
12900461919485333 0.030115
13322823395290645 0.009533
13828691382245377 0.040443
14352321985445602 0.055454
14691986840989017 0.007000
15243596504908734 0.008864
15268655458779341 0.012422
15423904394738521 0.009065
15485467792420960 0.009179
15498205746849773 0.015444
15731133664297641 0.023202
15887040621302276 0.003042
16171723608839310 0.018005
16246257639262555 0.002624
16329733759369079 0.021616
16519667118323295 0.008014
16550490921859014 0.010435
16615623903296341 0.016442
16654423689718542 0.018835
16784146675608527 0.023182
16919720255324691 0.017847
17038058848714529 0.007578
17106027189867886 0.002930
17456632746089230 0.007921
17464991084375871 0.011005
17519060396617653 0.011766
17592230724388482 0.010765
17601420090594330 0.009385
17724787467894423 0.011831
18232000594917795 0.019030
18326800347869864 0.013075
18409463985586024 0.004394
18562001393908554 0.087561
18701207844803227 0.006257
18977079048858178 0.026420
19063736790259593 0.011941
19095587758137552 0.013221
19327529376832062 0.011173
19858537054023509 0.004348
21147251778176376 0.011650
21369239093152465 0.142195
21508567275180971 0.004278
21625964798715539 0.015089
22156114607236204 0.060515
