instance_id predicted_score
55144604125888 0.032839
221669167755726 0.008131
566644865989395 0.015977
954943998950521 0.010201
1192015136416062 0.042222
1239632009133923 0.007108
1370758425798224 0.020644
1386245957915884 0.009187
1587829942816220 0.006995
1965296257027358 0.016378
2308106506629079 0.007362
2593276901346545 0.003544
2637118065628095 0.008854
3007000529626316 0.007634
3486611488890127 0.001117
3526619005621379 0.004163
3707907988344302 0.090172
3859410900799220 0.016164
4132909449437306 0.021335
4666490843011356 0.017706
4957624520403631 0.004943
5022624687918236 0.001968
5245031179204693 0.008209
5273213709089732 0.005309
5341429719598597 0.020636
5421993019334491 0.035929
5519710025487847 0.011599
5773700242363804 0.013504
5812026496876317 0.008064
5860625415171838 0.003548
5888731810410007 0.013043
6063972374265869 0.016262
6067326110791822 0.089194
6359126923704860 0.035485
6388802315681498 0.024082
6433878236742272 0.020978
6452344664550262 0.022029
6651913865445655 0.005922
6707001430745727 0.041385
6730413752360895 0.012685
6816504423480806 0.022253
7090470344271915 0.005385
7285476665473660 0.080086
7558711588190076 0.029750
7667359125925647 0.066613
8185971319114092 0.024482
8433912592511743 0.019434
8655843665845753 0.013068
8737350582865741 0.026923
8899701615096813 0.005565
9407985424920588 0.023687
9452608188846334 0.011596
9598290636996863 0.011804
9761773633678178 0.008185
9798231407472553 0.024226
9911925930117846 0.047244
10003453861097600 0.028026
10033218693392079 0.041086
10132016737277869 0.002268
10419287412996374 0.010262
10986155594432407 0.010822
11049867969779409 0.003756
11389035467072333 0.001904
11442106188407017 0.020958
11741461405551140 0.005584
11823212845773044 0.032250
12088393426624010 0.008073
12207783194487112 0.005120
12226287428045975 0.004122
12249947081089396 0.101121
12386080094223902 0.022859
12507370273002600 0.016436
12785681979442168 0.002142
12888980426526109 0.027661
12900461919485333 0.032292
13322823395290645 0.007528
13828691382245377 0.040671
14352321985445602 0.065607
14691986840989017 0.005880
15243596504908734 0.007194
15268655458779341 0.012677
15423904394738521 0.005915
15485467792420960 0.008904
15498205746849773 0.013810
15731133664297641 0.025741
15887040621302276 0.003076
16171723608839310 0.018779
16246257639262555 0.002696
16329733759369079 0.022148
16519667118323295 0.008703
16550490921859014 0.011765
16615623903296341 0.019209
16654423689718542 0.017512
16784146675608527 0.018967
16919720255324691 0.014435
17038058848714529 0.006440
17106027189867886 0.003204
17456632746089230 0.006628
17464991084375871 0.010549
17519060396617653 0.008158
17592230724388482 0.010508
17601420090594330 0.007241
17724787467894423 0.012169
18232000594917795 0.018134
18326800347869864 0.012434
18409463985586024 0.004018
18562001393908554 0.076551
18701207844803227 0.006343
18977079048858178 0.025293
19063736790259593 0.012623
19095587758137552 0.012550
19327529376832062 0.011694
19858537054023509 0.003823
21147251778176376 0.010379
21369239093152465 0.147481
21508567275180971 0.003794
21625964798715539 0.013879
22156114607236204 0.058679
22189256679934601 0.024292
22199636904292402 0.020021
22210771880984154 0.007071
22272519395679670 0.004544
22572453238447181 0.023721
22839793515463407 0.002850
22951036818914582 0.016311
23505318101376991 0.011534
23517440871814057 0.035844
23583771124854170 0.012740
23630396192534724 0.021316
24261496547332177 0.007143
24340475476179280 0.022523
24446963890407500 0.024861
24710544459113955 0.003249
24868679924343959 0.004010
24922483005495004 0.011420
25009800205732506 0.052032
25265960974578754 0.021691
25309829543378424 0.057627
25448755460673453 0.003176
25590588753969753 0.037839
26093918775101255 0.017095
26145518812044744 0.044143
26147046559290162 0.037342
26417145260861086 0.072130
26579306507079454 0.004846
26765864960434855 0.006399
26849073562358854 0.124150
27741788908520635 0.013996
27885675907230416 0.016587
27941144509524392 0.023450
28498291749764412 0.047900
28931303823180385 0.026371
28995319145881609 0.071717
29400027736729950 0.004907
29504753697180813 0.010893
29639362374016469 0.026799
30013411202802766 0.013215
30151267589744842 0.007980
30335489385993019 0.010256
30415429034445042 0.009662
30864563803515674 0.004432
30916405722345416 0.012216
32170776309986733 0.006199
32292933468781781 0.004527
32373424183005622 0.069891
32650277935104583 0.008647
32863833974476394 0.029619
33280019389573097 0.009549
33488323139572838 0.006928
