instance_id predicted_score
55144604125888 0.023449
221669167755726 0.005478
566644865989395 0.011686
954943998950521 0.010349
1192015136416062 0.044930
1239632009133923 0.004709
1370758425798224 0.012324
1386245957915884 0.005963
1587829942816220 0.005822
1965296257027358 0.015596
2308106506629079 0.006261
2593276901346545 0.004152
2637118065628095 0.007250
3007000529626316 0.006625
3486611488890127 0.000715
3526619005621379 0.004498
3707907988344302 0.083591
3859410900799220 0.014936
4132909449437306 0.021484
4666490843011356 0.014808
4957624520403631 0.004239
5022624687918236 0.001252
5245031179204693 0.006171
5273213709089732 0.005514
5341429719598597 0.018883
5421993019334491 0.026124
5519710025487847 0.007939
5773700242363804 0.013660
5812026496876317 0.006833
5860625415171838 0.002938
5888731810410007 0.009518
6063972374265869 0.011234
6067326110791822 0.038013
6359126923704860 0.028333
6388802315681498 0.010336
6433878236742272 0.027708
6452344664550262 0.020513
6651913865445655 0.006544
6707001430745727 0.045936
6730413752360895 0.005590
6816504423480806 0.017137
7090470344271915 0.002661
7285476665473660 0.068568
7558711588190076 0.020725
7667359125925647 0.066709
8185971319114092 0.014619
8433912592511743 0.018136
8655843665845753 0.009958
8737350582865741 0.021433
8899701615096813 0.005750
9407985424920588 0.022949
9452608188846334 0.008789
9598290636996863 0.010000
9761773633678178 0.008809
9798231407472553 0.023621
9911925930117846 0.043874
10003453861097600 0.030756
10033218693392079 0.017637
10132016737277869 0.001759
10419287412996374 0.016529
10986155594432407 0.010747
11049867969779409 0.002513
11389035467072333 0.001743
11442106188407017 0.025335
11741461405551140 0.004365
11823212845773044 0.028779
12088393426624010 0.006952
12207783194487112 0.003741
12226287428045975 0.003857
12249947081089396 0.102706
12386080094223902 0.014543
12507370273002600 0.015366
12785681979442168 0.002136
12888980426526109 0.019306
12900461919485333 0.026306
13322823395290645 0.008598
13828691382245377 0.049009
14352321985445602 0.057030
14691986840989017 0.004240
15243596504908734 0.008318
15268655458779341 0.013936
15423904394738521 0.006212
15485467792420960 0.008547
15498205746849773 0.010875
15731133664297641 0.026657
15887040621302276 0.002105
16171723608839310 0.015881
16246257639262555 0.001941
16329733759369079 0.015630
16519667118323295 0.006310
16550490921859014 0.007790
16615623903296341 0.014870
16654423689718542 0.017608
16784146675608527 0.023240
16919720255324691 0.012990
17038058848714529 0.006101
17106027189867886 0.002512
17456632746089230 0.006820
17464991084375871 0.009596
17519060396617653 0.008461
17592230724388482 0.007351
17601420090594330 0.007369
17724787467894423 0.010168
18232000594917795 0.015485
18326800347869864 0.007273
18409463985586024 0.003335
18562001393908554 0.128798
18701207844803227 0.004977
18977079048858178 0.021447
19063736790259593 0.008502
19095587758137552 0.008549
19327529376832062 0.010118
19858537054023509 0.002020
21147251778176376 0.013741
21369239093152465 0.143099
21508567275180971 0.003384
21625964798715539 0.014188
22156114607236204 0.065199
22189256679934601 0.022954
22199636904292402 0.020129
22210771880984154 0.006270
22272519395679670 0.003838
22572453238447181 0.024841
22839793515463407 0.002803
22951036818914582 0.009640
23505318101376991 0.008191
23517440871814057 0.030528
23583771124854170 0.008392
23630396192534724 0.015821
24261496547332177 0.004682
24340475476179280 0.022135
