instance_id predicted_score
55144604125888 0.029261
221669167755726 0.005055
566644865989395 0.017732
954943998950521 0.010947
1192015136416062 0.036698
1239632009133923 0.007529
1370758425798224 0.017287
1386245957915884 0.007043
1587829942816220 0.006056
1965296257027358 0.019075
2308106506629079 0.008731
2593276901346545 0.005736
2637118065628095 0.010834
3007000529626316 0.008122
3486611488890127 0.001228
3526619005621379 0.003863
3707907988344302 0.101900
3859410900799220 0.014363
4132909449437306 0.021479
4666490843011356 0.015532
4957624520403631 0.004929
5022624687918236 0.002302
5245031179204693 0.006271
5273213709089732 0.005907
5341429719598597 0.018098
5421993019334491 0.030559
5519710025487847 0.011395
5773700242363804 0.013017
5812026496876317 0.007007
5860625415171838 0.004064
5888731810410007 0.009901
6063972374265869 0.017121
6067326110791822 0.069342
6359126923704860 0.027339
6388802315681498 0.017746
6433878236742272 0.019752
6452344664550262 0.025023
6651913865445655 0.007289
6707001430745727 0.043661
6730413752360895 0.010404
6816504423480806 0.023003
7090470344271915 0.005617
7285476665473660 0.056697
7558711588190076 0.032277
7667359125925647 0.060611
8185971319114092 0.021320
8433912592511743 0.019413
8655843665845753 0.010114
8737350582865741 0.025022
8899701615096813 0.005652
9407985424920588 0.029868
9452608188846334 0.011953
9598290636996863 0.012021
9761773633678178 0.010463
9798231407472553 0.033969
9911925930117846 0.047968
10003453861097600 0.031691
10033218693392079 0.046317
10132016737277869 0.002465
10419287412996374 0.013413
10986155594432407 0.010872
11049867969779409 0.003694
11389035467072333 0.001612
11442106188407017 0.020893
11741461405551140 0.006313
11823212845773044 0.021846
12088393426624010 0.009984
12207783194487112 0.003990
12226287428045975 0.005205
12249947081089396 0.107668
12386080094223902 0.016513
12507370273002600 0.015822
12785681979442168 0.002025
12888980426526109 0.022208
12900461919485333 0.030785
13322823395290645 0.009579
13828691382245377 0.046082
14352321985445602 0.059593
14691986840989017 0.004721
15243596504908734 0.008688
15268655458779341 0.012869
15423904394738521 0.005257
15485467792420960 0.010115
15498205746849773 0.013164
15731133664297641 0.029348
15887040621302276 0.003258
16171723608839310 0.015438
16246257639262555 0.002636
16329733759369079 0.018440
16519667118323295 0.006818
16550490921859014 0.008494
16615623903296341 0.017683
16654423689718542 0.015972
16784146675608527 0.022759
16919720255324691 0.014041
17038058848714529 0.006363
17106027189867886 0.003020
17456632746089230 0.006058
17464991084375871 0.010986
17519060396617653 0.011833
17592230724388482 0.006789
17601420090594330 0.008851
17724787467894423 0.009637
18232000594917795 0.015917
18326800347869864 0.011423
18409463985586024 0.004497
18562001393908554 0.099879
18701207844803227 0.007161
18977079048858178 0.030321
19063736790259593 0.011168
19095587758137552 0.010156
19327529376832062 0.012744
19858537054023509 0.003011
21147251778176376 0.011909
21369239093152465 0.124515
21508567275180971 0.005011
21625964798715539 0.014406
22156114607236204 0.063364
22189256679934601 0.026805
22199636904292402 0.022528
22210771880984154 0.008405
22272519395679670 0.006276
22572453238447181 0.025787
22839793515463407 0.002789
22951036818914582 0.015682
23505318101376991 0.010509
23517440871814057 0.026554
23583771124854170 0.012971
23630396192534724 0.019170
24261496547332177 0.007302
24340475476179280 0.023300
24446963890407500 0.023327
24710544459113955 0.003709
24868679924343959 0.003791
24922483005495004 0.010006
25009800205732506 0.056277
25265960974578754 0.020601
25309829543378424 0.062018
25448755460673453 0.004153
25590588753969753 0.031925
26093918775101255 0.021751
26145518812044744 0.044545
26147046559290162 0.043585
26417145260861086 0.067412
26579306507079454 0.007395
26765864960434855 0.005697
26849073562358854 0.119112
27741788908520635 0.013785
27885675907230416 0.012425
27941144509524392 0.020363
28498291749764412 0.051396
28931303823180385 0.028150
28995319145881609 0.073425
29400027736729950 0.003979
29504753697180813 0.010213
29639362374016469 0.031335
30013411202802766 0.012689
30151267589744842 0.006964
30335489385993019 0.013785
30415429034445042 0.008613
30864563803515674 0.003380
30916405722345416 0.013404
32170776309986733 0.004884
32292933468781781 0.003722
32373424183005622 0.061482
32650277935104583 0.007762
32863833974476394 0.025436
33280019389573097 0.008581
33488323139572838 0.005451
34009665655825842 0.005981
34020780307492102 0.007609
34261929590746587 0.017051
34313188174083909 0.027164
34471069898105098 0.018561
34601996114789650 0.004200
34704875161443939 0.033908
34714001068542016 0.004569
34747222395438582 0.004570
34749867316800932 0.009554
35005261213677720 0.060835
35028034328417798 0.027960
35147021113609970 0.018280
35444220692938494 0.022554
35589634530393771 0.011375
35646740674133274 0.002444
36232884462709891 0.021788
36376832428187079 0.044083
36491265650043095 0.003987
36530279296828030 0.006156
36579532082224602 0.005720
37014107169681760 0.004260
37056349280651967 0.001387
37795846431820209 0.026424
37883925334886678 0.005866
38106829152874397 0.006676
38286983595354803 0.011966
38457819949464647 0.009939
38587269728029531 0.001643
38742446780827164 0.052861
39118414638608435 0.002829
39159298479965369 0.001264
39325472363517629 0.008003
39376006529721002 0.004654
39398450028144354 0.005361
39487042894403659 0.006428
39531109826804421 0.011445
40277819320890393 0.006833
41249284397196901 0.008944
41309798889337333 0.034534
41650255209369553 0.060348
41723742349075749 0.013881
42358201431587946 0.002162
42375275596257741 0.005342
42975765958155394 0.020631
43340758848532573 0.007847
43910979971729586 0.030336
44210966157317559 0.013481
44500185696833659 0.010872
44522286272749744 0.007166
44880124554203187 0.005212
45071735310326056 0.023811
45418508882415520 0.034260
45444358185458334 0.002304
45473634920595635 0.005736
45886052567387997 0.014877
46282102868147345 0.012229
46339133353771721 0.016452
46512623558692230 0.018748
46528231952443312 0.056028
46589326068500167 0.054214
46615594940381478 0.003108
46680875024031973 0.049524
46747060738591616 0.051451
46846445083760718 0.050991
46928425793052327 0.010626
47046548423750595 0.027344
47060331622116381 0.063468
47432662642007684 0.007383
47481831455201727 0.011581
48365483108633602 0.006363
48447258539809362 0.008687
48618898648894710 0.017088
48628893122021648 0.012870
48632218029232220 0.010513
48813402847703938 0.017526
48903065015510283 0.005009
49438356061398959 0.008238
49710457406558197 0.039761
50061658103352748 0.005601
50114481271773031 0.008797
51093293898754513 0.041323
51221331031447227 0.005248
51230153799376940 0.009340
51327907452075342 0.002632
51737834602811101 0.010701
52126876985306972 0.005752
52286619599552158 0.001155
52951641583771616 0.004659
53076174440665477 0.005900
53083772332449392 0.024811
53307350017636275 0.002873
53363846988011289 0.024547
53436481603676994 0.010059
53562298324720750 0.020257
54241152923167414 0.043844
54572078249133078 0.003837
54861737698913380 0.010426
55015045732594774 0.009909
55020293195070968 0.205535
55100564730741421 0.011573
55148581750880236 0.011814
55536147129440632 0.005666
55772959521692799 0.005308
56267480789490078 0.009373
56541743429404239 0.010719
56613767579787234 0.013045
56709211386091876 0.010632
56756107977241418 0.049131
56831888765411588 0.009295
56940731467495331 0.007771
56955484271589299 0.016215
57660612605107989 0.025168
57759412354510010 0.007359
58049944380446767 0.014528
58178948791975520 0.007901
58649488668687450 0.036006
59108285333475380 0.006202
59270248007200125 0.005955
59816549784149375 0.003441
59836858550697698 0.019653
60168255921009018 0.022185
60561560832323237 0.011742
60584108648495990 0.018892
60932492637696170 0.036748
61251607998599746 0.014700
61285764274294945 0.006739
61309448973333078 0.033885
61894082141154835 0.017510
62109122977559650 0.023091
62399050123779410 0.012328
62444082547867143 0.012177
63556142998545175 0.012123
63732043286660594 0.012073
63924484601389226 0.015713
64214636683126200 0.010652
64370595391251354 0.000807
64665524631526656 0.006980
64782469924659990 0.016944
65034298137719507 0.011029
65187798225024245 0.016203
65338872771105985 0.000898
65409321611338754 0.013583
65709384893165652 0.013426
65953436682810320 0.008165
66477951438807350 0.045968
66748333791558529 0.008696
66926854966346640 0.003018
67061114706157831 0.010905
67439321279624795 0.010235
67571029070927732 0.019263
67706945993290911 0.029288
67837511120693335 0.018436
67876888774254434 0.003577
68212624407129322 0.004384
68425964444000956 0.014739
68564930066605503 0.029939
68598072720487111 0.008003
68809968041871774 0.002031
69239087083400381 0.017410
69793952519469107 0.018432
69861645951070928 0.069993
70172640022605083 0.011845
