instance_id predicted_score
2475218615076601065 0.006928
398316874173557226 0.015734
6586402638209028583 0.010676
1040996105851528465 0.013857
6316278569655873454 0.010072
868158305045921978 0.012921
5713520501786699854 0.019097
932945015407923184 0.012481
1919197847086752313 0.015518
304887065966615346 0.015198
3282556850371665 0.013183
8829646398295427742 0.020463
3177704368658581090 0.012794
331811904131229654 0.017707
1529584165704680903 0.015896
410957802501821801 0.014111
7858701120525579871 0.015103
1007593432911733192 0.018759
6933421324008829721 0.018825
949601458836318592 0.022270
1204371563787795352 0.011642
6697124581068234934 0.004485
7458626674337135052 0.003928
6451011837344535814 0.003187
4970342844069330588 0.005135
1311037283502827477 0.003014
5367830782177104937 0.004876
130085071580390177 0.002504
5277248246761080968 0.003313
8248237544078109435 0.005162
8160495387552112248 0.004834
4990633888389156703 0.005543
5367915129338412746 0.003861
7166315717760973347 0.006432
3922408194130789536 0.003343
3198031054131887410 0.002210
8381639851093431264 0.006776
4196377277000518389 0.006955
7216665137006358861 0.004832
7657988882068327631 0.004484
6580538684502645403 0.006433
8285962653536984730 0.008648
667595007626814688 0.004151
794637447406319981 0.005993
1667489879796904413 0.003852
7581478598841084967 0.003546
272473116112748683 0.003250
7616847274036607679 0.003481
3090692985891227788 0.006791
1497475395995941288 0.005529
441294948945551728 0.004571
3856621171799337440 0.004126
7233013970386906908 0.004686
7782462939020585759 0.005332
7819341218876328892 0.005761
8768374492722589767 0.002558
7699672123093034935 0.004190
3105846136880438244 0.005111
6362992075498435257 0.003045
4633007087835435834 0.005788
3278116017102114132 0.005165
5363866899442970684 0.003145
4763880063818181026 0.004974
6499417853689436305 0.005306
8825197220275291270 0.005092
1702555588196061071 0.005069
6579068549138521196 0.004166
6993939747206748437 0.005183
6426886544329476252 0.006217
7860426862982048754 0.004356
2527297114841298382 0.007566
7933313760459159869 0.005501
75469955133175158 0.003661
7906499375892573021 0.003171
297206904225842053 0.003368
1277202590313089835 0.005112
1897838256899211077 0.004713
6554880088483459971 0.004655
6235346144393008382 0.004171
4934006048075874133 0.003620
3434477093176970312 0.005740
872629453371620942 0.006202
6562540679725413333 0.004761
2549347096994045410 0.003810
4114531809002228993 0.006070
6947254775144460887 0.006124
4193769699798080591 0.005721
4299012801018800018 0.002519
4659062641181513784 0.003854
5574367751937642699 0.006002
6074037798572199156 0.004719
8024877078089305183 0.005737
3576745609723701102 0.005907
4387536418119078860 0.002959
59596392243977340 0.002235
2091354043474870892 0.004907
3966382312694618857 0.004714
7472760435899602494 0.005706
3198557291404155567 0.006027
1340012448531949213 0.002831
8830478013318984291 0.003279
4750788892877807074 0.003461
4489273316708706518 0.008395
8244650590101261901 0.004470
4858740570621533413 0.002745
6574836078618592522 0.003286
8043823938478133928 0.006507
5560933328574734864 0.007110
3709060275784363998 0.004241
6202485565760628927 0.003979
3941947698604231411 0.004516
1980180280733366382 0.005152
7710765171626200752 0.003940
5824318658173462176 0.004002
5243054028010204447 0.007533
1143993040051443911 0.004058
2037772651107598845 0.009922
7470734154246698497 0.004464
2523181996580848656 0.004944
8452022941451037435 0.005137
927504634826570733 0.002871
2597805510581801545 0.002656
2499080841153987519 0.007059
163807825264653896 0.002660
2502678713837987982 0.005129
1526151713017037622 0.005448
1768216870621739659 0.004634
817331509321550604 0.006679
6686667053967253376 0.006729
5299583121790369228 0.005088
5585024284234417351 0.006022
1604976632639851313 0.006025
1041212349975192991 0.004110
802918703517012152 0.008093
6909182353626620470 0.007067
1874783208062455148 0.006159
590370581953806675 0.002948
4357489829777680958 0.005189
252205590979964157 0.004154
3855377415648680657 0.004706
9108564362830696742 0.006484
5559112022764482380 0.005700
1632910180343132894 0.004527
6793829579549371789 0.003541
1118128856472657337 0.003829
2892060938155506223 0.005685
8614041918260246627 0.003260
6465962103228301432 0.003836
7162492013828731916 0.006685
3597080532065967562 0.002696
150665717183815588 0.004747
978380972294888193 0.006792
1628582540909746198 0.006832
4855790075544650290 0.004021
5824427867272718879 0.006009
6637749344029336154 0.003629
5638585955963471374 0.007304
689702222580461167 0.004189
3222299540246685987 0.003412
497750118749498574 0.005690
4361351848384171826 0.004150
7095196713120733301 0.005313
9070603282890863831 0.004522
7570581289817443520 0.007266
5934094750253721488 0.004209
4080549666881243161 0.006111
7937668249803376288 0.006099
4637321447308132034 0.005992
1051706390360657392 0.006642
4046686032838439408 0.005451
6426031625233383026 0.006278
1144757588802408786 0.004275
