instance_id predicted_score
55144604125888 0.021646
221669167755726 0.005150
566644865989395 0.016570
954943998950521 0.011105
1192015136416062 0.031664
1239632009133923 0.005990
1370758425798224 0.017883
1386245957915884 0.006271
1587829942816220 0.006863
1965296257027358 0.013206
2308106506629079 0.005531
2593276901346545 0.005285
2637118065628095 0.009383
3007000529626316 0.007504
3486611488890127 0.001395
3526619005621379 0.004211
3707907988344302 0.075896
3859410900799220 0.015309
4132909449437306 0.025035
4666490843011356 0.015838
4957624520403631 0.004509
5022624687918236 0.002436
5245031179204693 0.007396
5273213709089732 0.005185
5341429719598597 0.018946
5421993019334491 0.037219
5519710025487847 0.009751
5773700242363804 0.013415
5812026496876317 0.006473
5860625415171838 0.003960
5888731810410007 0.009760
6063972374265869 0.015494
6067326110791822 0.059910
6359126923704860 0.029150
6388802315681498 0.018613
6433878236742272 0.019910
6452344664550262 0.023949
6651913865445655 0.007145
6707001430745727 0.036913
6730413752360895 0.014204
6816504423480806 0.018755
7090470344271915 0.003984
7285476665473660 0.068328
7558711588190076 0.021297
7667359125925647 0.069069
8185971319114092 0.020419
8433912592511743 0.017150
8655843665845753 0.009977
8737350582865741 0.025466
8899701615096813 0.005699
9407985424920588 0.025992
9452608188846334 0.014174
9598290636996863 0.011017
9761773633678178 0.009141
9798231407472553 0.030366
9911925930117846 0.038299
10003453861097600 0.026710
10033218693392079 0.035421
10132016737277869 0.002168
10419287412996374 0.013247
10986155594432407 0.012142
11049867969779409 0.002965
11389035467072333 0.002437
11442106188407017 0.021446
11741461405551140 0.006720
11823212845773044 0.026474
12088393426624010 0.011005
12207783194487112 0.003765
12226287428045975 0.005697
12249947081089396 0.089513
12386080094223902 0.018113
12507370273002600 0.019117
12785681979442168 0.002974
12888980426526109 0.021132
12900461919485333 0.027019
13322823395290645 0.010907
13828691382245377 0.032975
14352321985445602 0.064432
14691986840989017 0.004961
15243596504908734 0.008643
15268655458779341 0.014390
15423904394738521 0.009550
15485467792420960 0.010208
15498205746849773 0.014291
15731133664297641 0.026325
15887040621302276 0.003219
16171723608839310 0.014663
16246257639262555 0.003074
16329733759369079 0.017324
16519667118323295 0.005890
16550490921859014 0.008134
16615623903296341 0.017518
16654423689718542 0.017427
16784146675608527 0.018397
16919720255324691 0.018264
17038058848714529 0.007414
17106027189867886 0.002512
17456632746089230 0.007746
17464991084375871 0.008775
17519060396617653 0.010760
17592230724388482 0.008741
17601420090594330 0.008264
17724787467894423 0.009720
18232000594917795 0.015238
18326800347869864 0.013885
18409463985586024 0.004098
18562001393908554 0.095738
18701207844803227 0.005764
18977079048858178 0.020443
19063736790259593 0.011488
19095587758137552 0.010792
19327529376832062 0.010200
19858537054023509 0.003642
21147251778176376 0.011388
21369239093152465 0.134499
21508567275180971 0.003939
21625964798715539 0.013847
22156114607236204 0.064116
22189256679934601 0.021873
22199636904292402 0.021003
22210771880984154 0.007084
22272519395679670 0.006640
22572453238447181 0.023093
22839793515463407 0.003784
22951036818914582 0.012541
23505318101376991 0.009150
23517440871814057 0.025467
23583771124854170 0.013204
23630396192534724 0.020840
24261496547332177 0.007992
24340475476179280 0.021498
24446963890407500 0.024474
24710544459113955 0.003287
24868679924343959 0.003261
24922483005495004 0.009543
25009800205732506 0.052072
25265960974578754 0.024516
25309829543378424 0.063327
25448755460673453 0.005166
25590588753969753 0.036164
26093918775101255 0.014755
26145518812044744 0.045459
26147046559290162 0.037906
26417145260861086 0.073833
26579306507079454 0.006653
26765864960434855 0.008093
26849073562358854 0.122603
27741788908520635 0.013790
27885675907230416 0.012974
27941144509524392 0.021200
28498291749764412 0.051907
28931303823180385 0.030748
28995319145881609 0.070637
29400027736729950 0.003640
29504753697180813 0.008325
29639362374016469 0.028086
30013411202802766 0.013551
30151267589744842 0.008631
30335489385993019 0.017819
30415429034445042 0.007921
30864563803515674 0.003452
30916405722345416 0.012995
