instance_id predicted_score
2475218615076601065 0.007435
398316874173557226 0.036898
6586402638209028583 0.046356
1040996105851528465 0.020273
6316278569655873454 0.026286
868158305045921978 0.042979
5713520501786699854 0.013920
932945015407923184 0.013208
1919197847086752313 0.022437
304887065966615346 0.016676
3282556850371665 0.013832
8829646398295427742 0.025151
3177704368658581090 0.004285
331811904131229654 0.029159
1529584165704680903 0.015294
410957802501821801 0.029996
7858701120525579871 0.029002
1007593432911733192 0.029426
6933421324008829721 0.022249
949601458836318592 0.006726
1204371563787795352 0.003373
6697124581068234934 0.008478
7458626674337135052 0.018797
6451011837344535814 0.006018
4970342844069330588 0.005121
1311037283502827477 0.003392
5367830782177104937 0.008560
130085071580390177 0.004428
5277248246761080968 0.004686
8248237544078109435 0.007680
8160495387552112248 0.001464
4990633888389156703 0.008401
5367915129338412746 0.001078
7166315717760973347 0.008382
3922408194130789536 0.002707
3198031054131887410 0.003053
8381639851093431264 0.003607
4196377277000518389 0.021461
7216665137006358861 0.003896
7657988882068327631 0.006102
6580538684502645403 0.009709
8285962653536984730 0.012387
667595007626814688 0.006502
794637447406319981 0.012145
1667489879796904413 0.026807
7581478598841084967 0.000671
272473116112748683 0.003804
7616847274036607679 0.002383
3090692985891227788 0.016285
1497475395995941288 0.007620
441294948945551728 0.006616
3856621171799337440 0.005037
7233013970386906908 0.006719
7782462939020585759 0.002519
7819341218876328892 0.010884
8768374492722589767 0.006706
7699672123093034935 0.005470
3105846136880438244 0.006146
6362992075498435257 0.003297
4633007087835435834 0.004489
3278116017102114132 0.006655
5363866899442970684 0.001968
4763880063818181026 0.009106
6499417853689436305 0.009057
8825197220275291270 0.008264
1702555588196061071 0.009673
6579068549138521196 0.002937
6993939747206748437 0.007842
6426886544329476252 0.007616
7860426862982048754 0.009824
2527297114841298382 0.007895
7933313760459159869 0.006412
75469955133175158 0.003256
7906499375892573021 0.005648
297206904225842053 0.005768
1277202590313089835 0.009037
1897838256899211077 0.009624
6554880088483459971 0.006743
6235346144393008382 0.004689
4934006048075874133 0.003153
3434477093176970312 0.002066
872629453371620942 0.006310
6562540679725413333 0.003741
2549347096994045410 0.004888
4114531809002228993 0.007147
6947254775144460887 0.006420
4193769699798080591 0.004280
4299012801018800018 0.004369
4659062641181513784 0.006239
5574367751937642699 0.008220
6074037798572199156 0.006635
8024877078089305183 0.011311
3576745609723701102 0.013676
4387536418119078860 0.005214
59596392243977340 0.004292
2091354043474870892 0.007330
3966382312694618857 0.007891
7472760435899602494 0.002649
3198557291404155567 0.005690
1340012448531949213 0.001566
8830478013318984291 0.004852
4750788892877807074 0.002832
4489273316708706518 0.003694
8244650590101261901 0.007692
4858740570621533413 0.004066
6574836078618592522 0.001951
8043823938478133928 0.013309
5560933328574734864 0.009299
3709060275784363998 0.006171
6202485565760628927 0.002302
3941947698604231411 0.007155
1980180280733366382 0.011304
7710765171626200752 0.003634
5824318658173462176 0.006643
5243054028010204447 0.009678
1143993040051443911 0.009335
2037772651107598845 0.003797
7470734154246698497 0.005027
2523181996580848656 0.010766
8452022941451037435 0.010352
927504634826570733 0.002937
2597805510581801545 0.002910
2499080841153987519 0.009870
163807825264653896 0.003937
2502678713837987982 0.003729
1526151713017037622 0.007742
1768216870621739659 0.007123
817331509321550604 0.010461
6686667053967253376 0.011352
5299583121790369228 0.005337
5585024284234417351 0.008393
1604976632639851313 0.009130
1041212349975192991 0.003658
802918703517012152 0.002732
6909182353626620470 0.016541
1874783208062455148 0.008220
590370581953806675 0.004445
4357489829777680958 0.009606
252205590979964157 0.006703
3855377415648680657 0.006829
9108564362830696742 0.009036
5559112022764482380 0.003320
1632910180343132894 0.005881
6793829579549371789 0.005588
1118128856472657337 0.005461
2892060938155506223 0.005175
8614041918260246627 0.010921
6465962103228301432 0.002974
7162492013828731916 0.008082
3597080532065967562 0.003080
150665717183815588 0.004138
978380972294888193 0.002554
1628582540909746198 0.004897
4855790075544650290 0.009049
5824427867272718879 0.009232
6637749344029336154 0.004742
5638585955963471374 0.011859
689702222580461167 0.005870
3222299540246685987 0.003522
497750118749498574 0.012513
4361351848384171826 0.004446
7095196713120733301 0.005358
9070603282890863831 0.003122
7570581289817443520 0.010109
5934094750253721488 0.006014
4080549666881243161 0.006191
7937668249803376288 0.023837
4637321447308132034 0.005921
1051706390360657392 0.010651
4046686032838439408 0.012253
